Image,Detected Classes,Preprocess Time (ms),Inference Time (ms),Postprocess Time (ms)
yoloRaw/images/0.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/1.png,"baseball bat, baseball bat, baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/2.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/3.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/4.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/5.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/6.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/7.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/8.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/9.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/10.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/11.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/12.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/13.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/14.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/15.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/16.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/17.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/18.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/19.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/20.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/21.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/22.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/23.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/24.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/25.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/26.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/27.png,"baseball bat, baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/28.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/29.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/30.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/31.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/32.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/33.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/34.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/35.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/36.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/37.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/38.png,"baseball bat, baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/39.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/40.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/41.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/42.png,"baseball bat, baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/43.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/44.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/45.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/46.png,"baseball bat, baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/47.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/48.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/49.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/50.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/51.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/52.png,"baseball bat, baseball bat",3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/53.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/54.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/55.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/56.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/57.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/58.png,,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/59.png,baseball bat,3.240710496902466,65.01645565032959,1.6796696186065674
yoloRaw/images/60.png,,3.240710496902466,65.01645565032959,1.6796696186065674
